sep=;
Hole No;Easting;Northing;Sheet No;Start Depth;End Depth;Grade;Soil/Rock Description;Soil/Rock Type;Confidence Level
DH58_v1;839928.54;816508.78;1;0.20;2.00;;Brown, gravelly silty medium to coarse SAND. (FILL);Fill;1.00
DH58_v1;839928.54;816508.78;1;2.00;17.85;;Wash boring. (No recovery);No Recovery;1.00
DH58_v1;839928.54;816508.78;2;17.85;18.35;III;Strong, pinkish grey spotted black and white, slightly decomposed medium to coarse grained GRANITE with widely spaced and occasionally medium to closely spaced, extremely narrow, rough planar, limonite stained and clean joints, dipping 10-20 deg, 40-50 deg, 70-80 deg. 17.85m-18.35m: moderately weak;Granite;1.00
DH58_v1;839928.54;816508.78;2;18.35;23.33;II;Strong, pinkish grey spotted black and white, slightly decomposed medium to coarse grained GRANITE to moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE;Granite;1.00
DH59_v1;839928.49;816505.76;1;0.00;0.20;;Concrete Slab;Concrete;1.00
DH59_v1;839928.49;816505.76;1;0.20;2.00;;Brown, gravelly silty medium to coarse SAND. (FILL);Fill;1.00
DH59_v1;839928.49;816505.76;1;2.00;17.30;;Wash boring. (No recovery);No Recovery;1.00
DH59_v1;839928.49;816505.76;2;17.30;17.70;III;Strong, pinkish grey spotted black and white, slightly decomposed medium to coarse grained GRANITE with widely to medium spaced, extremely narrow, rough planar, limonite stained and clean joints, dipping 10 degrees-20 degrees. moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE.;Granite;0.95
DH59_v1;839928.49;816505.76;2;17.70;23.18;IV;Strong, pinkish grey spotted black and white, slightly decomposed medium to coarse grained GRANITE with widely to medium spaced, extremely narrow, rough planar, limonite stained and clean joints, dipping 10 degrees-20 degrees.;Granite;0.90
DH6_v1;839894.30;816506.05;1;0.00;0.20;;Concrete Slab;Concrete;1.00
DH6_v1;839894.30;816506.05;1;0.20;2.20;;Wash boring. (No recovery);No Recovery;1.00
DH6_v1;839894.30;816506.05;1;2.20;3.50;;Concrete with cobbles and gravels of moderately decomposed granite with some brown silty SAND. (FILL);Fill;1.00
DH6_v1;839894.30;816506.05;1;3.50;25.80;;Wash boring. (No recovery);No Recovery;1.00
DH6_v1;839894.30;816506.05;3;25.80;31.09;III;Moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE with widely to medium spaced and occasionally closely spaced, very narrow, rough planar, limonite, manganese and kaolin stained joints, dipping 10 degrees-20 degrees.;Granite;1.00
DH60_v1;839928.41;816502.91;1;0.00;0.20;;Concrete Slab;Concrete;1.00
DH60_v1;839928.41;816502.91;1;0.20;7.50;;Wash boring. (No recovery);No Recovery;1.00
DH60_v1;839928.41;816502.91;1;7.50;8.00;;Concrete with COBBLES and GRAVELS of moderately decomposed granite. (FILL);Fill;1.00
DH60_v1;839928.41;816502.91;1;8.00;18.26;;Wash boring. (No recovery);No Recovery;1.00
DH60_v1;839928.41;816502.91;2;18.26;18.32;II;moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE;Granite;0.95
DH60_v1;839928.41;816502.91;2;18.32;23.63;II;Strong, pinkish grey spotted black and white, slightly decomposed medium to coarse grained GRANITE with widely spaced and occasionally medium spaced, extremely narrow, rough planar, limonite stained and clean joints, dipping 10 degrees-20 degrees, 45 degrees-55 degrees;Granite;1.00
DH7_v1;839894.47;816508.90;1;0.00;0.20;;Concrete Slab;Concrete;1.00
DH7_v1;839894.47;816508.90;1;0.20;2.00;;Brown, gravelly silty medium to coarse SAND. (FILL);Fill;1.00
DH7_v1;839894.47;816508.90;1;2.00;23.70;;Wash boring. (No recovery);No recovery;1.00
DH7_v1;839894.47;816508.90;3;23.70;23.85;IV/III;Moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE with widely to medium spaced and occasionally closely spaced, very narrow to extremely narrow, rough planar, limonite, manganese, chlorite and kaolin stained joints, dipping 10-20, 40-50, 60-75. 23.70m-23.85m & 24.20m-24.32m: no recovery.;Granite;0.95
DH7_v1;839894.47;816508.90;3;23.85;23.95;IV/III;Weak to moderately weak, brownish pink spotted black and white, highly to moderately decomposed medium to coarse grained GRANITE.;Granite;0.95
DH7_v1;839894.47;816508.90;3;23.95;24.32;IV/III;Moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE with widely to medium spaced and occasionally closely spaced, very narrow to extremely narrow, rough planar, limonite, manganese, chlorite and kaolin stained joints, dipping 10-20, 40-50, 60-75. 23.70m-23.85m & 24.20m-24.32m: no recovery.;Granite;0.95
DH7_v1;839894.47;816508.90;3;24.32;30.37;III;Moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE with widely to medium spaced and occasionally closely spaced, very narrow to extremely narrow, rough planar, limonite, manganese, chlorite and kaolin stained joints, dipping 10-20, 40-50, 60-75.;Granite;0.95
DH8_v1;839894.57;816511.98;1;0.00;0.20;;Concrete Slab;Concrete;1.00
DH8_v1;839894.57;816511.98;1;0.20;20.80;;Wash boring. (No recovery);No Recovery;1.00
DH8_v1;839894.57;816511.98;3;20.80;26.44;III/II;Moderately strong to strong, brownish pink spotted black and white, moderately to slightly decomposed medium to coarse grained GRANITE with widely to medium spaced and occasionally closely spaced, very narrow to extremely narrow, rough planar, limonite, manganese and kaolin stained joints, dipping 10 degrees-20 degrees, 40 degrees-50 degrees, 60 degrees-70 degrees;Granite;1.00
DH19_v2;839894.96;816541.61;1;0.00;2.00;;Angular red brick and concrete fragments with some grey, silty SAND.(FILL);Fill;1.00
DH19_v2;839894.96;816541.61;1;2.00;18.50;;Wash Boring.(No Recovery);No Recovery;1.00
DH19_v2;839894.96;816541.61;2;18.50;19.30;;Sub-rounded COBBLES and GRAVELS of moderately decomposed granite and tuff with some brown, silty SAND.(ALLUVIUM);Alluvium;1.00
DH19_v2;839894.96;816541.61;2;19.30;24.30;;Wash Boring.(No Recovery);No Recovery;1.00
DH19_v2;839894.96;816541.61;3;24.30;24.64;IV/III;Moderately strong, brownish pink spotted black and white, moderately to slightly decomposed medium to coarse grained GRANITE with widely to medium spaced and occasionally closely spaced, very narrow, rough planar, limonite, manganese stained and kaolin coated joints, dipping 10 degrees-20 degrees, 30 degrees-40 degrees and vertical joints. No Recovery at 24.60m-24.64m.;Granite;0.95
DH19_v2;839894.96;816541.61;3;24.64;30.37;III;Moderately strong, brownish pink spotted black and white, moderately to slightly decomposed medium to coarse grained GRANITE with widely to medium spaced and occasionally closely spaced, very narrow, rough planar, limonite, manganese stained and kaolin coated joints, dipping 10 degrees-20 degrees, 30 degrees-40 degrees and vertical joints.;Granite;0.95
DH34_v2;839909.29;816568.22;1;0.00;0.20;;Concrete Slab.;Concrete;1.00
DH34_v2;839909.29;816568.22;1;0.20;0.80;;Brown, gravelly silty medium to coarse SAND. (FILL);Fill;1.00
DH34_v2;839909.29;816568.22;1;0.80;6.30;;Concrete with Cobbles and Gravels of moderately decomposed granite. (FILL);Fill;1.00
DH34_v2;839909.29;816568.22;1;6.30;9.00;;Angular Boulders, Cobbles and Gravels of moderately decomposed granite with some brown, silty SAND. (FILL);Fill;1.00
DH34_v2;839909.29;816568.22;1;9.00;21.00;;Wash boring. (No recovery);No recovery;1.00
DH34_v2;839909.29;816568.22;3;21.00;21.50;;Sub-rounded Cobbles and Gravels of moderately decomposed tuff and granite with some brown, silty SAND. (ALLUVIUM);Alluvium;1.00
DH34_v2;839909.29;816568.22;3;21.50;26.66;;Wash boring. (No recovery);No recovery;1.00
DH34_v2;839909.29;816568.22;3;26.66;32.53;III;Moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE with widely to medium spaced and occasionally closely spaced, very narrow to extremely narrow, rough planar, limonite, manganese stained, kaolin coated joints, dipping 10 degrees-20 degrees, 30 degrees-50 degrees.;Granite;1.00
DH40_v2;839926.61;816559.28;1;0.00;0.20;;Concrete Slab;Concrete;1.00
DH40_v2;839926.61;816559.28;1;0.20;1.00;;Brown, gravelly silty medium to coarse SAND. (FILL);Fill;1.00
DH40_v2;839926.61;816559.28;1;1.00;8.60;;Angular GRAVEL and COBBLES of moderately decomposed granite and tuff with some brown, silty SAND and some red bricks and concrete fragments. (FILL);Fill;1.00
DH40_v2;839926.61;816559.28;1;8.60;24.41;;Wash boring. (No recovery);No Recovery;1.00
DH40_v2;839926.61;816559.28;3;24.41;24.70;;24.41m-24.70m: no recovery;No Recovery;0.95
DH40_v2;839926.61;816559.28;3;24.70;25.58;IV;Moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE with widely to medium spaced and occasionally closely spaced, very narrow to extremely narrow, rough planar, limonite, manganese stained and kaolin coated joints, dipping 10 degrees-20 degrees & 70 degrees-80 degrees;Granite;0.95
DH40_v2;839926.61;816559.28;3;25.58;25.68;IV/III;weak to moderately weak, brownish pink spotted black and white, highly to moderately decomposed medium to coarse grained GRANITE;Granite;0.95
DH40_v2;839926.61;816559.28;3;25.68;29.95;III;Moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE with widely to medium spaced and occasionally closely spaced, very narrow to extremely narrow, rough planar, limonite, manganese stained and kaolin coated joints, dipping 10 degrees-20 degrees & 70 degrees-80 degrees;Granite;0.95
DH42_v2;839929.71;816552.96;1;0.00;0.20;;Concrete Slab;Concrete;1.00
DH42_v2;839929.71;816552.96;1;0.20;0.80;;Brown, gravelly silty medium to coarse SAND. (FILL);Fill;1.00
DH42_v2;839929.71;816552.96;1;0.80;1.60;;Concrete with cobbles and gravels of moderately decomposed granite and some red bricks. (FILL);Fill;1.00
DH42_v2;839929.71;816552.96;1;1.60;4.00;;Wash boring. (No recovery);No Recovery;1.00
DH42_v2;839929.71;816552.96;1;4.00;6.50;;Angular Boulders, Cobbles and Gravels of moderately decomposed granite with some brown, silty SAND and some red bricks. (FILL);Fill;1.00
DH42_v2;839929.71;816552.96;1;6.50;29.00;;Wash boring. (No recovery);No Recovery;1.00
DH42_v2;839929.71;816552.96;3;29.00;29.40;IV/III;Moderately to slightly decomposed medium to coarse grained GRANITE;Granite;1.00
DH42_v2;839929.71;816552.96;4;29.40;34.99;III;Moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE with widely to medium spaced and occasionally closely spaced, very narrow to extremely narrow, rough planar, limonite, manganese, chlorite and kaolin stained joints, dipping 10-20, 50-65. 29.00m-29.10m: weak to moderately weak, brownish pink spotted black and white, highly to moderately decomposed medium to coarse grained GRANITE.;Granite;1.00
DH47_v2;839929.28;816537.84;1;0.00;0.20;;Concrete Slab;Concrete;1.00
DH47_v2;839929.28;816537.84;1;0.20;2.50;;Concrete with GRAVELS and COBBLES of moderately decomposed granite with some brown silty SAND and red bricks. (FILL);Fill;1.00
DH47_v2;839929.28;816537.84;1;2.50;2.90;;Wash boring. (No recovery);No Recovery;1.00
DH47_v2;839929.28;816537.84;1;2.90;5.00;;Angular GRAVEL, COBBLES and BOULDERS of moderately decomposed granite with some brown, silty SAND. (FILL);Fill;1.00
DH47_v2;839929.28;816537.84;1;5.00;18.72;;Wash boring. (No recovery);No Recovery;1.00
DH47_v2;839929.28;816537.84;2;18.72;20.55;III;Moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE with medium to closely spaced, narrow, rough planar, limonite and manganese stained joints, dipping 10 degrees-20 degrees & 40 degrees-50 degrees;Granite;1.00
DH47_v2;839929.28;816537.84;3;20.55;23.14;III;Moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE No recovery 21.45-23.14m.;Granite;0.95
DH47_v2;839929.28;816537.84;3;23.14;26.12;IV/III;Moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE with widely to medium spaced, very narrow, rough planar, limonite, manganese stained and kaolin coated joints, dipping 10 degrees-20 degrees, 40 degrees-60 degrees & 70 degrees-80 degrees;Granite;1.00
DH47_v2;839929.28;816537.84;3;26.12;28.85;III/II;Moderately strong to strong, brownish pink, moderately to slightly decomposed, medium grained GRANITE with medium spaced rough planar joints;Granite;1.00
DH55_v2;839928.78;816516.83;1;0.00;0.20;;Concrete Slab;Concrete;1.00
DH55_v2;839928.78;816516.83;1;0.20;2.00;;Brown, gravelly silty medium to coarse SAND. (FILL);Fill;1.00
DH55_v2;839928.78;816516.83;1;2.00;16.31;;Wash boring. (No recovery);No recovery;1.00
DH55_v2;839928.78;816516.83;2;16.31;16.91;III;Moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE. (CORESTONE);Granite;1.00
DH55_v2;839928.78;816516.83;2;16.91;19.01;;Wash boring. (No recovery);No recovery;1.00
DH55_v2;839928.78;816516.83;2;19.01;20.31;II;Strong, pinkish grey spotted black and white, slightly decomposed medium to coarse grained GRANITE;Granite;1.00
DH55_v2;839928.78;816516.83;3;20.31;24.15;II;Strong, pinkish grey spotted black and white, slightly decomposed medium to coarse grained GRANITE with widely spaced, extremely narrow, rough planar, limonite stained and clean joints, dipping 10-20, 75-85.;Granite;1.00
DH7_v2;839894.47;816508.90;1;0.00;0.20;;Concrete Slab.;Concrete;1.00
DH7_v2;839894.47;816508.90;1;0.20;2.00;;Brown, gravelly silty medium to coarse SAND. (FILL);Fill;1.00
DH7_v2;839894.47;816508.90;1;2.00;23.70;;Wash boring. (No recovery);No Recovery;1.00
DH7_v2;839894.47;816508.90;3;23.70;23.85;IV;Moderately strong, brownish pink spotted black and white, moderately to slightly decomposed medium to coarse grained GRANITE with widely to medium spaced and occasionally closely spaced, very narrow to extremely narrow, rough planar, limonite, manganese, chlorite and kaolin stained joints, dipping 10 degrees-20 degrees, 40 degrees-50 degrees, 60 degrees-75 degrees. 23.70m-23.85m & 24.20m-24.32m: no recovery.;Granite;0.95
DH7_v2;839894.47;816508.90;3;23.85;23.95;IV/III;Moderately weak, brownish pink spotted black and white, highly to moderately decomposed medium to coarse grained GRANITE.;Granite;0.95
DH7_v2;839894.47;816508.90;3;23.95;30.37;III;Moderately strong, brownish pink spotted black and white, moderately to slightly decomposed medium to coarse grained GRANITE with widely to medium spaced and occasionally closely spaced, very narrow to extremely narrow, rough planar, limonite, manganese, chlorite and kaolin stained joints, dipping 10 degrees-20 degrees, 40 degrees-50 degrees, 60 degrees-75 degrees.;Granite;0.95
C2_v1;839916.25;816543.71;1;0.00;1.50;;Concrete with steel bar.;Concrete;1.00
C2_v1;839916.25;816543.71;1;1.50;4.00;;Wash boring. (No recovery);No Recovery;1.00
C2_v1;839916.25;816543.71;1;4.00;4.90;;Angular BOULDER, COBBLES and GRAVELS of moderately decomposed granite and tuff with some brown, silty SAND. (FILL);Fill;1.00
C2_v1;839916.25;816543.71;1;4.90;19.60;;Wash boring. (No recovery);No Recovery;0.95
C2_v1;839916.25;816543.71;2;19.60;20.00;;Sub-rounded COBBLES and GRAVELS of moderately decomposed granite and tuff with some brown silty SAND. (ALLUVIUM);Alluvium;1.00
C2_v1;839916.25;816543.71;3;20.00;26.33;;Wash boring. (No recovery);No Recovery;0.95
C2_v1;839916.25;816543.71;3;26.33;31.39;III;Moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE with widely to medium spaced, extremely narrow, rough planar, limonite, manganese and kaolin stained joints, dipping 10-20, 40-50, 75-85 and occasionally vertical joints.;Granite;1.00
C2A_v1;839917.20;816539.05;1;0.00;0.20;;Concrete Slab;Concrete;1.00
C2A_v1;839917.20;816539.05;1;0.20;0.60;;Wash boring. (No recovery);No Recovery;0.95
C2A_v1;839917.20;816539.05;1;0.60;2.50;;Concrete with cobbles and gravels of moderately decomposed granite and some rubbish. (FILL);Fill;0.95
C2A_v1;839917.20;816539.05;1;2.50;23.60;;Wash boring. (No recovery);No Recovery;0.95
C2A_v1;839917.20;816539.05;3;23.60;29.87;III/II;Moderately strong to strong, brownish pink spotted black and white, moderately to slightly decomposed medium to coarse grained GRANITE with widely to medium spaced, very narrow to extremely narrow, rough planar, limonite, manganese stained joints, dipping 10 degrees-20 degrees, 40 degrees-50 degrees, 65 degrees-75 degrees.;Granite;0.90
B1_v1;839907.25;816554.26;1;0.00;0.20;;Concrete slab;Concrete;1.00
B1_v1;839907.25;816554.26;1;0.20;0.80;;Brown, gravelly silty medium to coarse SAND. (FILL);Fill;1.00
B1_v1;839907.25;816554.26;1;0.80;19.00;;Wash boring.;No Recovery;1.00
B1_v1;839907.25;816554.26;2;19.00;19.30;;Sub-angular Cobbles and Gravels of moderately decomposed granite and tuff with some brown, silty SAND. (ALLUVIUM);Alluvium;1.00
B1_v1;839907.25;816554.26;2;19.30;22.83;;Wash boring.;No Recovery;1.00
B1_v1;839907.25;816554.26;3;22.83;23.52;III;Moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE with widely to medium spaced and occasionally closely spaced, very narrow to extremely narrow, rough planar, limonite, manganese stained, kaolin and chloride coated joints, dipping 10-20, 70-85.;Granite;1.00
B1_v1;839907.25;816554.26;3;23.52;23.82;IV/III;Weak to moderately weak, brownish pink spotted black and white, highly to moderately decomposed GRANITE;Granite;1.00
B1_v1;839907.25;816554.26;3;23.82;24.11;IV;Weak, highly decomposed zone No recovery 23.97-24.11m.;Granite;1.00
B1_v1;839907.25;816554.26;3;24.11;33.32;III;Moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE with widely to medium spaced and occasionally closely spaced, very narrow to extremely narrow, rough planar, limonite, manganese stained, kaolin and chloride coated joints, dipping 10-20, 70-85.;Granite;1.00
B2C_v1;839912.13;816540.46;1;0.00;1.50;;Concrete Slab with steel bars.;Concrete;1.00
B2C_v1;839912.13;816540.46;1;1.50;4.00;;Concrete with cobbles and gravels of moderately decomposed granite. (FILL) No recovery 2.93-4.00m.;Fill;1.00
B2C_v1;839912.13;816540.46;1;4.00;19.30;;Wash boring. (No recovery);No Recovery;1.00
B2C_v1;839912.13;816540.46;2;19.30;19.70;;Sub-rounded Cobbles and Gravels of moderately decomposed granite and tuff with some brown silty SAND. (ALLUVIUM);Alluvium;1.00
B2C_v1;839912.13;816540.46;3;19.70;24.55;;Wash boring. (No recovery);No Recovery;1.00
B2C_v1;839912.13;816540.46;3;24.55;24.90;IV/III;Moderately strong, brownish pink spotted black and white, moderately to slightly decomposed coarse grained GRANITE with widely to closely spaced and occasionally closely spaced, very narrow, rough, planar, slightly altered and chlorite and kaolin stained joints dipping 10, 20, 40, 50, 70, 80.;Granite;1.00
B2C_v1;839912.13;816540.46;3;24.90;31.71;III;weak to moderately weak, brownish pink spotted, black and white, highly to moderately decomposed medium to coarse grained GRANITE.;Granite;0.90
B4A_v1;839911.66;816522.44;1;0.00;0.30;;Concrete Slab;Concrete;0.95
B4A_v1;839911.66;816522.44;1;0.30;0.60;;Brownish green cobbles and gravels of moderately decomposed granite. (FILL);Fill;0.95
B4A_v1;839911.66;816522.44;1;0.60;3.70;;Wash boring. (No recovery);No Recovery;0.90
B4A_v1;839911.66;816522.44;1;3.70;7.00;;Angular Cobbles and Gravels of moderately decomposed granite with traces of steel fragment and steel fragment. (FILL) Wash boring. (No recovery);Fill;0.85
B4A_v1;839911.66;816522.44;1;7.00;16.98;;Wash boring. (No recovery);No Recovery;0.90
B4A_v1;839911.66;816522.44;2;16.98;27.52;III/II;Moderately strong to strong, brownish pink spotted black and white, FINE GRAIN, moderately to slightly decomposed GRANITE. With closely spaced to medium spaced, very narrow to narrow, black and yellow quartz, limonite, manganese stained and kaolin filled joints dipping 10 degrees, 20 degrees, 40 degrees, 65 degrees, 75 degrees, 85 degrees;Granite;0.98
DH22_v1;839895.04;816549.30;1;0.00;1.00;;Angular red bricks and concrete fragments with some grey, silty SAND. (FILL);Fill;1.00
DH22_v1;839895.04;816549.30;1;1.00;19.50;;Wash boring. (No recovery);No recovery;1.00
DH22_v1;839895.04;816549.30;2;19.50;19.80;;Sub-rounded GRAVEL and COBBLES of moderately decomposed granite.;Alluvium;1.00
DH22_v1;839895.04;816549.30;2;19.80;24.00;;Wash boring. (No recovery) and tuff with some brown, silty SAND, ALLUVIUM.;No recovery;0.95
DH22_v1;839895.04;816549.30;3;24.00;29.52;III;Moderately strong, brownish pink, coarse grained TUFF with moderately decomposed, medium to coarse grained GRANITE, closely spaced, very narrow, rough, planar, slightly iron stained, chlorite and kaolin coated joints dipping 10 degrees, 20 degrees, 40 degrees-50 degrees & 75 degrees-85 degrees.;Tuff;1.00
DH41_v1;839929.83;816557.56;1;0.00;0.20;;Concrete Slab;Concrete;1.00
DH41_v1;839929.83;816557.56;1;0.20;1.00;;Brown, gravelly silty medium to coarse SAND. (FILL);Fill;1.00
DH41_v1;839929.83;816557.56;1;1.00;9.50;;Angular GRAVEL, COBBLES and BOULDERS of moderately decomposed granite and tuff with some brown, silty SAND and some red bricks, rubbish, concrete fragment and steel fragments;Fill;0.95
DH41_v1;839929.83;816557.56;1;9.50;25.19;;Wash boring. (No recovery);No Recovery;0.95
DH41_v1;839929.83;816557.56;3;25.19;27.89;III;Moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE with widely to medium spaced and occasionally to very narrow, rough planar, limonite, manganese stained and kaolin coated joints, dipping 10-20, 40-50 & 60-70.;Granite;0.90
DH41_v1;839929.83;816557.56;3;27.89;30.34;III/II;Moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE with widely to medium spaced and occasionally to very narrow, rough planar, limonite, manganese stained and kaolin coated joints, dipping 10-20, 40-50 & 60-70. 27.89m-30.34m: moderately strong, moderately to slightly decomposed zone.;Granite;0.90
DH9_v1;839894.63;816514.91;1;0.00;0.20;;Concrete Slab;Concrete;1.00
DH9_v1;839894.63;816514.91;1;0.20;2.00;;Brown, gravelly silty medium to coarse SAND. (FILL);Fill;1.00
DH9_v1;839894.63;816514.91;1;2.00;18.40;;Wash boring. (No recovery);No Recovery;1.00
DH9_v1;839894.63;816514.91;2;18.40;20.35;;Sub-rounded GRAVEL, COBBLES and BOULDERS of moderately decomposed granite and tuff with some brown, silty SAND.;Alluvium;1.00
DH9_v1;839894.63;816514.91;3;20.35;27.05;III;Moderately weak to moderately strong, brownish pink spotted black and white, moderately decomposed medium to coarse grained GRANITE with widely to medium spaced and occasionally closely spaced, very narrow to extremely narrow, rough planar, limonite, manganese stained and kaolin coated joints, dipping 10-20 deg & 60-80 deg.;Granite;1.00
